original_title,vote_average,release_year,original_language
How to Be a Player,5.3,1997.0,en
Living Out Loud,5.3,1998.0,en
Just Wright,6.1,2010.0,en
Rachel Getting Married,6.1,2008.0,en
The Postman Always Rings Twice,6.4,1981.0,en
Girl with a Pearl Earring,6.4,2003.0,en
Das Boot,7.9,1981.0,de
Sorority Boys,4.6,2002.0,en
About Time,7.8,2013.0,en
十面埋伏,7.1,2004.0,zh
Arbitrage,6.1,2012.0,en
Project Almanac,6.4,2015.0,en
Cadillac Records,6.9,2008.0,en
Screwed,4.9,2000.0,en
Fortress,5.7,1992.0,en
For Your Consideration,5.9,2006.0,en
Celebrity,6.0,1998.0,en
Running with Scissors,5.8,2006.0,en
From Justin to Kelly,3.0,2003.0,en
Girl 6,5.7,1996.0,en
In the Cut,4.6,2003.0,en
Two Lovers,6.6,2008.0,en
Last Orders,6.0,2001.0,en
괴물,6.7,2006.0,ko
The Pursuit of D.B. Cooper,6.8,1981.0,en
Ravenous,6.9,1999.0,en
Charlie Bartlett,6.5,2008.0,en
La grande bellezza,7.3,2013.0,it
The Dangerous Lives of Altar Boys,6.4,2002.0,en
Stoker,6.5,2013.0,en
2046,6.9,2004.0,zh
Married Life,6.1,2007.0,en
Duma,6.9,2005.0,en
Ondine,6.5,2009.0,en
Brother,6.8,2000.0,ja
Welcome to Collinwood,6.2,2002.0,en
Critical Care,6.1,1997.0,en
The Life Before Her Eyes,6.1,2007.0,en
Darling Companion,5.3,2012.0,en
Trade,6.8,2007.0,en
Sorstalanság,6.5,2005.0,hu
Breakfast of Champions,5.2,1999.0,en
三枪拍案惊奇,4.8,2009.0,zh
Cypher,6.7,2002.0,en
南京!南京!,7.6,2009.0,zh
兔侠传奇,3.0,2011.0,zh
Space Battleship Yamato,6.3,2010.0,ja
5 Days of War,5.8,2011.0,en
Triangle,6.9,2009.0,en
10 Days in a Madhouse,4.3,2015.0,en
Heaven is for Real,6.0,2014.0,en
Snatch,7.7,2000.0,en
Dancin' It's On,4.3,2015.0,cs
Pet Sematary,6.4,1989.0,en
まあだだよ,7.5,1993.0,ja
The Cry of the Owl,5.5,2009.0,en
三城记,6.3,2015.0,zh
Gremlins,6.9,1984.0,en
Star Wars,8.1,1977.0,en
Dirty Grandpa,5.7,2016.0,en
Doctor Zhivago,7.4,1965.0,en
Trash,7.1,2014.0,pt
High School Musical 3: Senior Year,6.2,2008.0,en
The Fighter,7.2,2010.0,en
Jackass Number Two,6.4,2006.0,en
My Cousin Vinny,7.3,1992.0,en
If I Stay,7.3,2014.0,en
Drive Hard,3.9,2014.0,en
Major League,6.6,1989.0,en
St. Trinian's,5.6,2007.0,en
Phone Booth,6.7,2002.0,en
A Walk to Remember,7.5,2002.0,en
Dead Man Walking,7.3,1995.0,en
Cruel Intentions,6.6,1999.0,en
Saw VI,6.0,2009.0,en
History of the World: Part I,6.5,1981.0,en
The Secret Life of Bees,7.4,2008.0,en
Corky Romano,4.1,2001.0,en
Raising Cain,5.9,1992.0,en
F.I.S.T.,6.4,1978.0,en
Invaders from Mars,5.5,1986.0,en
Brooklyn,7.2,2015.0,en
Barry Lyndon,7.7,1975.0,en
Out Cold,5.8,2001.0,en
The Ladies Man,5.7,2000.0,en
Quartet,6.3,2012.0,en
Tomcats,4.9,2001.0,en
Frailty,7.0,2001.0,en
Woman in Gold,7.3,2015.0,en
Kinsey,6.6,2004.0,en
Army of Darkness,7.3,1992.0,en
Slackers,5.4,2002.0,en
What's Eating Gilbert Grape,7.5,1993.0,en
The Visual Bible: The Gospel of John,8.2,2003.0,en
Vera Drake,6.8,2004.0,en
The Guru,5.1,2002.0,en
The Perez Family,6.6,1995.0,en
Inside Llewyn Davis,7.2,2013.0,en
O,5.8,2001.0,en
Return to the Blue Lagoon,5.1,1991.0,en
The Molly Maguires,5.9,1970.0,en
Romance & Cigarettes,6.0,2005.0,en
Copying Beethoven,6.2,2006.0,en
Brighton Rock,5.6,2010.0,en
Saw V,5.9,2008.0,en
Gli intoccabili,7.3,1969.0,it
LOL,5.9,2012.0,en
Jindabyne,5.7,2006.0,en
कभी अलविदा ना कहना,6.1,2006.0,hi
An Ideal Husband,6.3,1999.0,en
The Last Days on Mars,5.2,2013.0,en
Darkness,5.6,2002.0,en
2001: A Space Odyssey,7.9,1968.0,en
E.T. the Extra-Terrestrial,7.3,1982.0,en
In the Land of Women,5.8,2007.0,en
The Blue Butterfly,6.8,2004.0,en
There Goes My Baby,8.5,1994.0,en
Housefull,5.2,2010.0,hi
September Dawn,5.0,2007.0,en
For Greater Glory - The True Story of Cristiada,6.4,2012.0,en
La Famille Bélier,7.0,2014.0,fr
Good Will Hunting,7.9,1997.0,en
Misconduct,5.3,2016.0,en
Saw III,6.1,2006.0,en
Stripes,6.5,1981.0,en
Bring It On,5.8,2000.0,en
The Purge: Election Year,6.1,2016.0,en
She's All That,5.7,1999.0,en
Saw IV,5.9,2007.0,en
White Noise,5.6,2005.0,en
Madea's Family Reunion,6.0,2006.0,en
The Color of Money,6.7,1986.0,en
The Longest Day,7.2,1962.0,en
The Mighty Ducks,6.4,1992.0,en
The Grudge,5.8,2004.0,en
Happy Gilmore,6.5,1996.0,en
Jeepers Creepers,6.1,2001.0,en
Bill & Ted's Excellent Adventure,6.7,1989.0,en
Oliver!,7.0,1968.0,en
The Best Exotic Marigold Hotel,6.9,2011.0,en
Recess: School's Out,6.6,2001.0,en
Mad Max Beyond Thunderdome,5.9,1985.0,en
Commando,6.4,1985.0,en
The Boy,5.8,2016.0,en
Devil,5.8,2010.0,en
Friday After Next,6.0,2002.0,en
Insidious: Chapter 3,6.2,2015.0,en
The Last Dragon,6.4,1985.0,en
The Lawnmower Man,5.4,1992.0,en
Nick and Norah's Infinite Playlist,6.4,2008.0,en
Dogma,6.8,1999.0,en
The Banger Sisters,5.5,2002.0,en
Twilight Zone: The Movie,6.2,1983.0,en
Road House,6.3,1989.0,en
A Low Down Dirty Shame,6.0,1994.0,en
Swimfan,5.0,2002.0,en
Employee of the Month,5.3,2006.0,en
Can't Hardly Wait,6.1,1998.0,en
The Outsiders,6.9,1983.0,en
Pete's Dragon,6.2,2016.0,en
The Dead Zone,6.9,1983.0,en
Sinister 2,5.4,2015.0,en
Sparkle,5.8,2012.0,en
Valentine,5.0,2001.0,en
The Fourth Kind,5.8,2009.0,en
A Prairie Home Companion,6.4,2006.0,en
Sugar Hill,5.2,1994.0,en
Invasion U.S.A.,5.3,1985.0,en
Roll Bounce,6.1,2005.0,en
Rushmore,7.5,1998.0,en
Skyline,4.7,2010.0,en
The Second Best Exotic Marigold Hotel,6.3,2015.0,en
Kit Kittredge: An American Girl,6.4,2008.0,en
The Perfect Man,5.5,2005.0,en
Mo' Better Blues,6.3,1990.0,en
Kung Pow: Enter the Fist,6.1,2002.0,en
Tremors,6.6,1990.0,en
Wrong Turn,6.0,2003.0,en
The Long Riders,6.6,1980.0,en
The Corruptor,6.0,1999.0,en
Mud,7.0,2013.0,en
Reno 911!: Miami,5.6,2007.0,en
One Direction: This Is Us,8.0,2013.0,en
"The Goods: Live Hard, Sell Hard",5.4,2009.0,en
Hey Arnold! The Movie,5.6,2002.0,en
My Week with Marilyn,6.6,2011.0,en
The Matador,6.2,2005.0,en
Love Jones,8.1,1997.0,en
The Gift,6.7,2015.0,en
End of the Spear,6.1,2005.0,en
Get Over It,5.5,2001.0,en
Office Space,7.4,1999.0,en
Drop Dead Gorgeous,6.4,1999.0,en
Big Eyes,6.8,2014.0,en
Very Bad Things,6.2,1998.0,en
Sleepover,5.3,2004.0,en
Body Double,6.4,1984.0,en
MacGruber,5.1,2010.0,en
Dirty Pretty Things,6.8,2002.0,en
Movie 43,4.4,2013.0,en
Over Her Dead Body,5.3,2008.0,en
Seeking a Friend for the End of the World,6.3,2012.0,en
Cedar Rapids,5.9,2011.0,en
American History X,8.2,1998.0,en
The Collection,5.9,2012.0,en
Teacher's Pet,5.5,2004.0,en
The Red Violin,7.3,1998.0,en
The Straight Story,7.7,1999.0,en
Deuces Wild,5.5,2002.0,en
Bad Words,6.4,2013.0,en
Run Fatboy Run,6.2,2007.0,en
Heartbeeps,3.8,1981.0,en
Black or White,6.5,2014.0,en
On the Line,4.1,2001.0,en
Rescue Dawn,6.9,2006.0,en
Danny Collins,6.6,2015.0,en
"Jeff, Who Lives at Home",6.1,2011.0,en
Io sono l'amore,6.9,2009.0,it
Atlas Shrugged Part II,5.4,2012.0,en
Romeo Is Bleeding,5.7,1993.0,en
The Limey,6.6,1999.0,en
Crash,7.2,2004.0,en
The House of Mirth,6.4,2000.0,en
Malone,6.8,1987.0,en
Peaceful Warrior,7.3,2006.0,en
Bucky Larson: Born to Be a Star,4.4,2011.0,en
Bamboozled,6.3,2000.0,en
The Forest,4.8,2016.0,en
Sphinx,6.0,1981.0,en
While We're Young,5.8,2015.0,en
A Better Life,7.0,2011.0,en
Spider,6.4,2002.0,en
Gun Shy,5.4,2000.0,en
Nicholas Nickleby,6.8,2002.0,en
The Iceman,6.4,2012.0,en
कृष,5.5,2006.0,hi
Cecil B. Demented,6.2,2000.0,en
Killer Joe,6.5,2011.0,en
The Joneses,6.1,2009.0,en
Owning Mahowny,6.8,2003.0,en
The Brothers Solomon,4.9,2007.0,en
My Blueberry Nights,6.0,2007.0,en
Illuminata,6.3,1998.0,en
Swept Away,4.8,2002.0,en
"War, Inc.",5.6,2008.0,en
少林足球,6.6,2001.0,cn
The Brown Bunny,5.5,2004.0,en
Rien ne va plus,6.4,1997.0,fr
Rosewater,6.5,2014.0,en
La femme de chambre du Titanic,5.3,1997.0,en
Coriolanus,5.9,2011.0,en
Imaginary Heroes,6.3,2004.0,en
High Heels and Low Lifes,6.4,2001.0,en
World's Greatest Dad,6.5,2009.0,en
Severance,6.4,2006.0,en
Edmond,6.0,2005.0,en
Welcome to the Rileys,6.4,2010.0,en
Police Academy: Mission to Moscow,4.1,1994.0,en
Blood Done Sign My Name,6.0,2010.0,en
Cinco de Mayo: La Batalla,5.8,2013.0,es
Elsa & Fred,6.2,2014.0,en
"An Alan Smithee Film: Burn, Hollywood, Burn",3.0,1998.0,en
The Open Road,4.8,2009.0,en
The Good Guy,5.4,2009.0,en
Motherhood,4.7,2009.0,en
Free Style,5.8,2008.0,en
Strangerland,5.1,2015.0,en
Janky Promoters,7.0,2009.0,en
Blonde Ambition,3.9,2007.0,en
The Oxford Murders,5.7,2008.0,en
The Reef,5.4,2010.0,en
Eulogy,6.4,2004.0,en
White Noise 2: The Light,5.6,2007.0,en
Beat the World,4.3,2011.0,en
Fifty Dead Men Walking,6.1,2008.0,en
Jungle Shuffle,6.5,2014.0,en
Adam Resurrected,6.4,2008.0,en
Hross í oss,6.9,2013.0,is
Hai Marjawaan!,4.3,2010.0,en
The Devil's Tomb,4.0,2009.0,en
Partition,6.4,2007.0,en
Good Intentions,5.0,2010.0,en
"좋은 놈, 나쁜 놈, 이상한 놈",7.1,2008.0,ko
Nurse 3-D,4.9,2013.0,en
Gunless,6.7,2010.0,en
Adventureland,6.4,2009.0,en
The Lost City,6.0,2005.0,en
Next Friday,6.4,2000.0,en
American Heist,4.3,2014.0,en
You Only Live Twice,6.5,1967.0,en
Plastic,6.1,2014.0,en
Amour,7.5,2012.0,fr
Poltergeist III,4.5,1988.0,en
Re-Kill,4.9,2015.0,en
"It's a Mad, Mad, Mad, Mad World",7.0,1963.0,en
Volver,7.3,2006.0,es
Heavy Metal,6.2,1981.0,en
Gentlemen Broncos,6.2,2009.0,en
Richard III,6.9,1995.0,en
Into the Grizzly Maze,5.1,2015.0,en
Kites,6.0,2010.0,en
Melancholia,7.0,2011.0,da
Red Dog,7.1,2011.0,en
Jab Tak Hai Jaan,7.3,2012.0,hi
Alien,7.9,1979.0,en
The Texas Chain Saw Massacre,7.2,1974.0,en
The Runaways,6.3,2010.0,en
Fiddler on the Roof,7.4,1971.0,en
Thunderball,6.5,1965.0,en
Detention,5.7,2011.0,en
Mine vaganti,7.0,2010.0,it
Set It Off,6.9,1996.0,en
The Best Man,6.8,1999.0,en
Child's Play,6.3,1988.0,en
Sicko,7.3,2007.0,en
The Purge: Anarchy,6.6,2014.0,en
Down to You,4.9,2000.0,en
Harold & Kumar Go to White Castle,6.6,2004.0,en
The Contender,6.7,2000.0,en
Boiler Room,6.5,2000.0,en
Trading Places,7.1,1983.0,en
Black Christmas,4.8,2006.0,en
Breakin' All the Rules,5.8,2004.0,en
Henry V,7.4,1989.0,en
The Savages,6.8,2007.0,en
Chasing Papi,6.3,2003.0,en
The Way of the Gun,6.4,2000.0,en
Igby Goes Down,6.5,2002.0,en
PCU,6.0,1994.0,en
The Ultimate Gift,6.8,2006.0,en
The Ice Pirates,5.7,1984.0,en
Gracie,6.0,2007.0,en
Trust the Man,5.5,2005.0,en
Hamlet 2,6.1,2008.0,en
Velvet Goldmine,6.9,1998.0,en
곡성,7.2,2016.0,ko
Glee: The Concert Movie,6.8,2011.0,en
สุริโยไท,5.1,2001.0,th
Due occhi diabolici,6.0,1990.0,en
Barbecue,5.8,2014.0,fr
All or Nothing,7.0,2002.0,en
Princess Kaiulani,4.8,2010.0,en
Opal Dream,6.1,2006.0,en
Flammen & Citronen,6.8,2008.0,da
Undiscovered,4.5,2005.0,en
Red Riding: In the Year of Our Lord 1974,7.0,2009.0,en
La Fille du RER,5.6,2009.0,fr
Veronika Decides to Die,5.8,2009.0,en
Crocodile Dundee,6.3,1986.0,en
"Ultramarines: A Warhammer 40,000 Movie",5.2,2010.0,en
The I Inside,5.9,2004.0,en
Beneath Hill 60,7.3,2010.0,en
Polisse,7.9,2011.0,fr
Awake,6.3,2007.0,en
Star Wars: Clone Wars (Volume 1),8.0,2005.0,en
Skin Trade,5.6,2014.0,en
The Lost Boys,6.8,1987.0,en
Crazy Heart,6.8,2009.0,en
The Rose,6.8,1979.0,en
Baggage Claim,5.6,2013.0,en
Barbarella,5.7,1968.0,en
Håkon Håkonsen,6.1,1990.0,en
Election,6.7,1999.0,en
The Namesake,6.8,2006.0,en
The DUFF,6.8,2015.0,en
Glitter,3.4,2001.0,en
The Haunting in Connecticut 2: Ghosts of Georgia,5.6,2013.0,en
실미도,6.6,2003.0,ko
Bright Star,6.8,2009.0,en
My Name Is Khan,7.7,2010.0,en
All Is Lost,6.6,2013.0,en
Limbo,7.0,1999.0,en
Namastey London,6.6,2007.0,en
The Wind That Shakes the Barley,7.1,2006.0,en
Yeh Jawaani Hai Deewani,7.2,2013.0,hi
Quo Vadis,7.0,1951.0,en
Repo! The Genetic Opera,6.7,2008.0,en
Kurtlar vadisi - Irak,4.3,2006.0,tr
Pulp Fiction,8.3,1994.0,en
The Muppet Movie,7.0,1979.0,en
Nightcrawler,7.6,2014.0,en
Club Dread,5.1,2004.0,en
The Sound of Music,7.4,1965.0,en
Splash,6.1,1984.0,en
Little Miss Sunshine,7.5,2006.0,en
Stand by Me,7.8,1986.0,en
28 Days Later,7.1,2002.0,en
You Got Served,4.8,2004.0,en
Escape from Alcatraz,7.2,1979.0,en
Brown Sugar,7.0,2002.0,en
A Thin Line Between Love and Hate,5.7,1996.0,en
50/50,7.0,2011.0,en
Shutter,5.3,2008.0,en
That Awkward Moment,6.1,2014.0,en
Modern Problems,5.6,1981.0,en
Kicks,7.5,2016.0,en
Much Ado About Nothing,7.2,1993.0,en
On Her Majesty's Secret Service,6.5,1969.0,en
New Nightmare,6.4,1994.0,en
Drive Me Crazy,5.8,1999.0,en
Akeelah and the Bee,6.7,2006.0,en
Half Baked,6.4,1998.0,en
New in Town,5.2,2009.0,en
American Psycho,7.3,2000.0,en
The Good Girl,6.1,2002.0,en
Bon Cop Bad Cop,6.5,2006.0,fr
The Boondock Saints II: All Saints Day,5.9,2009.0,en
The City of Your Final Destination,5.7,2009.0,en
Enough Said,6.6,2013.0,en
Easy A,6.7,2010.0,en
The Inkwell,3.9,1994.0,en
Shadow of the Vampire,6.6,2000.0,en
Prom,5.7,2011.0,en
The Pallbearer,4.6,1996.0,en
Held Up,4.9,1999.0,en
Woman on Top,5.5,2000.0,en
Howards End,6.9,1992.0,en
Anomalisa,7.0,2015.0,en
Another Year,7.0,2010.0,en
8 femmes,6.9,2002.0,fr
Showdown in Little Tokyo,5.7,1991.0,en
Clay Pigeons,6.3,1998.0,en
It's Kind of a Funny Story,6.9,2010.0,en
Made in Dagenham,6.6,2010.0,en
And When Did You Last See Your Father?,6.9,2007.0,en
Prefontaine,6.7,1997.0,en
The Wicked Lady,4.3,1983.0,en
The Secret of Kells,7.3,2009.0,en
Begin Again,7.3,2013.0,en
Down in the Valley,5.9,2005.0,en
Brooklyn Rules,5.8,2007.0,en
Restless,4.9,2012.0,en
The Singing Detective,5.9,2003.0,en
The Land Girls,7.0,1998.0,en
Fido,6.6,2006.0,en
The Wendell Baker Story,5.2,2005.0,en
Wild Target,6.4,2010.0,en
Pathology,5.6,2008.0,en
Wuthering Heights,6.9,2009.0,en
10th & Wolf,6.3,2006.0,en
Dear Wendy,5.6,2005.0,en
Aloft,5.1,2014.0,en
アキラ,7.8,1988.0,ja
The Death and Life of Bobby Z,5.8,2007.0,en
Maurice Richard,6.1,2005.0,fr
Swelter,4.6,2014.0,en
非常幸运,4.3,2013.0,zh
Imagine Me & You,7.0,2005.0,en
Mr. Church,7.0,2016.0,en
Swimming Pool,6.4,2003.0,en
Green Street Hooligans: Underground,5.4,2013.0,en
The Blood of Heroes,5.9,1989.0,en
Code of Honor,4.1,2016.0,en
Driving Miss Daisy,7.0,1989.0,en
Soul Food,6.6,1997.0,en
紅番區,6.5,1995.0,cn
Loin des hommes,6.6,2014.0,fr
Thank You for Smoking,7.1,2005.0,en
Hostel: Part II,5.6,2007.0,en
An Education,6.8,2009.0,en
Shopgirl,5.7,2005.0,en
The Hotel New Hampshire,5.8,1984.0,en
Narc,6.8,2002.0,en
Men with Brooms,4.5,2002.0,en
Witless Protection,4.0,2008.0,en
The Work and the Glory,6.1,2004.0,en
Extract,5.7,2009.0,en
Masked and Anonymous,5.2,2003.0,en
Betty Fisher et autres histoires,7.0,2001.0,fr
Code 46,6.2,2003.0,en
Outside Bet,5.8,2012.0,en
Albert Nobbs,6.2,2011.0,en
Black November,6.4,2012.0,en
Ta Ra Rum Pum,6.0,2007.0,hi
Persepolis,7.7,2007.0,fr
The Hole,5.6,2009.0,en
Die Welle,7.5,2008.0,de
The Neon Demon,6.4,2016.0,en
Harry Brown,6.7,2009.0,en
The Omega Code,4.4,1999.0,en
Juno,7.0,2007.0,en
Pound of Flesh,5.5,2015.0,en
Diamonds Are Forever,6.3,1971.0,en
The Godfather,8.4,1972.0,en
Flashdance,6.1,1983.0,en
(500) Days of Summer,7.2,2009.0,en
The Piano,7.1,1993.0,en
Magic Mike,6.1,2012.0,en
Darkness Falls,4.9,2003.0,en
Live and Let Die,6.4,1973.0,en
My Dog Skip,6.5,2000.0,en
"Definitely, Maybe",6.7,2008.0,en
Jumping the Broom,6.0,2011.0,en
"Good Night, and Good Luck.",6.8,2005.0,en
Capote,6.8,2005.0,en
Desperado,6.8,1995.0,en
Logan's Run,6.6,1976.0,en
The Man with the Golden Gun,6.3,1974.0,en
Action Jackson,4.9,1988.0,en
The Descent,6.8,2005.0,en
Michael Jordan to the Max,7.5,2000.0,en
Devil's Due,4.4,2014.0,en
Flirting with Disaster,6.3,1996.0,en
The Devil's Rejects,6.6,2005.0,en
Dope,7.2,2015.0,en
In Too Deep,6.2,1999.0,en
House of 1000 Corpses,6.0,2003.0,en
Alien Zone,4.0,1978.0,en
A Serious Man,6.6,2009.0,en
Get Low,6.5,2010.0,en
Warlock,5.8,1989.0,en
Beyond the Lights,7.0,2014.0,en
A Single Man,7.3,2009.0,en
The Last Temptation of Christ,7.0,1988.0,en
Outside Providence,5.6,1999.0,en
Bride & Prejudice,6.5,2004.0,en
Rabbit-Proof Fence,6.8,2002.0,en
Who's Your Caddy?,3.8,2007.0,en
Split Second,5.7,1992.0,en
The Other Side of Heaven,6.7,2001.0,en
Veer-Zaara,7.4,2004.0,hi
Redbelt,6.4,2008.0,en
Cyrus,6.1,2010.0,en
A Dog Of Flanders,6.4,1999.0,en
Auto Focus,6.1,2002.0,en
Factory Girl,6.2,2006.0,en
We Need to Talk About Kevin,7.4,2011.0,en
The Christmas Candle,5.8,2013.0,en
The Mighty Macs,5.0,2009.0,en
Losin' It,4.5,1983.0,en
Mother and Child,6.7,2009.0,en
March or Die,6.2,1977.0,en
Les visiteurs,7.1,1993.0,fr
Somewhere,6.0,2010.0,en
I Hope They Serve Beer in Hell,5.7,2009.0,en
Chairman of the Board,2.7,1998.0,en
Hesher,6.7,2010.0,en
Dom Hemingway,5.8,2013.0,en
Gerry,6.2,2002.0,en
The Heart of Me,7.7,2002.0,en
Freeheld,7.1,2015.0,en
The Extra Man,5.9,2010.0,en
Трудно быть богом,6.7,2013.0,ru
Ca$h,6.0,2010.0,en
Wah-Wah,6.3,2005.0,en
The Boondock Saints,7.2,1999.0,en
Z 風暴,5.8,2014.0,cn
Twixt,5.0,2011.0,en
Снежная королева,5.1,2012.0,ru
Alpha and Omega: The Legend of the Saw Tooth Cave,6.5,2014.0,en
Pale Rider,7.0,1985.0,en
Stargate: The Ark of Truth,6.9,2008.0,en
Dazed and Confused,7.4,1993.0,en
High School Musical 2,6.1,2007.0,en
Two Lovers and a Bear,6.8,2016.0,en
Criminal Activities,5.8,2015.0,en
Aimee & Jaguar,6.3,1999.0,de
The Chumscrubber,6.7,2005.0,en
Shade,6.1,2003.0,en
House at the End of the Street,5.6,2012.0,en
Incendies,7.9,2010.0,fr
Ricordati di me,5.8,2003.0,it
Perrier’s Bounty,5.1,2009.0,en
Tropa de Elite,7.8,2007.0,pt
Annabelle,5.6,2014.0,en
Bran Nue Dae,5.2,2009.0,en
Boyz n the Hood,7.4,1991.0,en
La Bamba,6.8,1987.0,en
The Four Seasons,6.3,1981.0,en
Dressed to Kill,6.8,1980.0,en
The Adventures of Huck Finn,6.2,1993.0,en
Go,7.0,1999.0,en
Friends with Money,5.1,2006.0,en
The Andromeda Strain,7.0,1971.0,en
Bats,4.1,1999.0,en
Nirgendwo in Afrika,7.0,2001.0,de
Shame,7.0,2011.0,en
Layer Cake,7.0,2004.0,en
The Work and the Glory II: American Zion,8.0,2005.0,en
The East,6.5,2013.0,en
A Home at the End of the World,6.8,2004.0,en
Aberdeen,7.0,2000.0,en
The Messenger,7.1,2009.0,en
Tracker,6.0,2010.0,en
Control,7.5,2007.0,en
The Terminator,7.3,1984.0,en
"Good bye, Lenin!",7.4,2003.0,de
The Damned United,7.2,2009.0,en
The Return of the Living Dead,7.3,1985.0,en
Mallrats,6.8,1995.0,en
Grease,7.2,1978.0,en
Platoon,7.5,1986.0,en
Fahrenheit 9/11,6.8,2004.0,en
Butch Cassidy and the Sundance Kid,7.4,1969.0,en
Mary Poppins,7.4,1964.0,en
Ordinary People,7.4,1980.0,en
West Side Story,7.0,1961.0,en
Caddyshack,6.6,1980.0,en
The Brothers,6.5,2001.0,en
The Wood,7.1,1999.0,en
The Usual Suspects,8.1,1995.0,en
A Nightmare on Elm Street 5: The Dream Child,5.5,1989.0,en
National Lampoon’s Van Wilder,5.9,2002.0,en
The Wrestler,7.3,2008.0,en
Duel in the Sun,6.2,1946.0,en
Best in Show,6.7,2000.0,en
Escape from New York,6.9,1981.0,en
School Daze,6.2,1988.0,en
Daddy Day Camp,4.4,2007.0,en
一個好人,6.3,1997.0,cn
A Mighty Wind,6.6,2003.0,en
Mystic Pizza,5.9,1988.0,en
Sliding Doors,6.5,1998.0,en
Tales from the Hood,5.4,1995.0,en
The Last King of Scotland,7.4,2006.0,en
Halloween 5: The Revenge of Michael Myers,5.2,1989.0,en
Bernie,6.5,2012.0,en
Dolphins and Whales: Tribes of the Ocean,8.0,2008.0,en
Pollock,6.6,2000.0,en
200 Cigarettes,6.1,1999.0,en
The Words,6.4,2012.0,en
Casa De Mi Padre,5.5,2012.0,en
City Island,6.9,2009.0,en
The Guard,6.8,2011.0,en
College,4.8,2008.0,en
The Virgin Suicides,7.1,1999.0,en
Little Voice,6.6,1998.0,en
Miss March,5.4,2009.0,en
Wish I Was Here,6.4,2014.0,en
Simply Irresistible,5.5,1999.0,en
Hedwig and the Angry Inch,7.4,2001.0,en
Only the Strong,6.9,1993.0,en
Goddess of Love,6.2,2015.0,en
Shattered Glass,6.6,2003.0,en
Novocaine,6.0,2001.0,en
The Business of Strangers,5.7,2001.0,en
The Wild Bunch,7.6,1969.0,en
The Wackness,6.2,2008.0,en
The First Great Train Robbery,6.6,1979.0,en
Morvern Callar,7.2,2002.0,en
Beastmaster 2: Through the Portal of Time,4.6,1991.0,en
The 5th Quarter,4.7,2011.0,en
La fleur du mal,5.7,2003.0,fr
The Greatest,6.2,2009.0,en
Snow Flower and the Secret Fan,5.3,2011.0,en
Come Early Morning,5.9,2006.0,en
Lucky Break,6.5,2001.0,en
Julia,6.3,1977.0,en
"Surfer, Dude",4.7,2008.0,en
Lake of Fire,8.0,2006.0,en
11:14,6.8,2003.0,en
Men of War,5.4,1994.0,en
Don McKay,5.4,2009.0,en
Deadfall,5.6,2012.0,en
A Shine of Rainbows,6.3,2009.0,en
The Hit List,5.2,2011.0,en
Emma,7.6,2009.0,en
Videodrome,7.1,1983.0,en
L'Auberge espagnole,7.0,2002.0,fr
Song One,5.5,2014.0,en
Oorlogswinter,6.8,2008.0,nl
Freaky Deaky,4.9,2012.0,en
The Train,7.2,1964.0,en
Trade Of Innocents,5.5,2012.0,en
ต้มยำกุ้ง,6.8,2005.0,th
Stiff Upper Lips,10.0,1998.0,en
Bend It Like Beckham,6.2,2002.0,en
Sunshine State,6.0,2002.0,en
Crossover,4.2,2006.0,en
Khiladi 786,4.7,2012.0,en
[REC]²,6.4,2009.0,es
Standing Ovation,3.9,2010.0,en
The Sting,7.9,1973.0,en
Chariots of Fire,6.8,1981.0,en
Diary of a Mad Black Woman,6.4,2005.0,en
Shine,7.3,1996.0,en
Don Jon,5.9,2013.0,en
High Plains Drifter,7.4,1973.0,en
Ghost World,7.1,2001.0,en
Iris,6.2,2001.0,en
Galaxina,3.3,1980.0,en
Les Choristes,7.5,2004.0,fr
Mambo Italiano,5.6,2003.0,en
Wonderland,6.2,2003.0,en
Do the Right Thing,7.6,1989.0,en
Harvard Man,4.8,2001.0,en
Le Havre,6.8,2011.0,fr
Irréversible,7.1,2002.0,fr
R100,5.4,2013.0,ja
Rang De Basanti,7.2,2006.0,hi
Animals,6.2,2014.0,en
Salvation Boulevard,5.6,2011.0,en
The Ten,4.9,2007.0,en
A Room for Romeo Brass,7.3,1999.0,en
Hodejegerne,7.1,2011.0,en
Grabbers,6.0,2012.0,en
Saint Ralph,7.3,2004.0,en
Miss Julie,5.9,2014.0,en
Somewhere in Time,7.2,1980.0,en
Dum Maaro Dum,5.4,2011.0,hi
Insidious: Chapter 2,6.5,2013.0,en
Saw II,6.3,2005.0,en
10 Cloverfield Lane,6.8,2016.0,en
Jackass: The Movie,6.1,2002.0,en
Lights Out,6.3,2016.0,en
Paranormal Activity 3,5.9,2011.0,en
Ouija,4.9,2014.0,en
A Nightmare on Elm Street 3: Dream Warriors,6.5,1987.0,en
No se Aceptan Devoluciones,7.5,2013.0,es
Paranormal Activity 4,5.2,2012.0,en
The Robe,6.4,1953.0,en
The Return of the Pink Panther,6.7,1975.0,en
Freddy's Dead: The Final Nightmare,5.1,1991.0,en
Monster,7.0,2003.0,en
"20,000 Leagues Under the Sea",6.8,1954.0,en
Paranormal Activity: The Marked Ones,5.2,2014.0,en
The Elephant Man,7.9,1980.0,en
Dallas Buyers Club,7.9,2013.0,en
The Lazarus Effect,5.1,2015.0,en
Memento,8.1,2000.0,en
Oculus,6.3,2013.0,en
Clerks II,6.9,2006.0,en
